Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2014 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",232.1,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",267.2,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244.2,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",236,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",240.2,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",278,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",265.1,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",258.3,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",255.9,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.3,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",285.9,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",275.3,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",262.1,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",299.3,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",276.7,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",276.3,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",279.7,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",316.4,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",283.9,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",277.7,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",320.1,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",300.3,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",232.5,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",306.2,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",344.7,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",318.2,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",327.4,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",299.3,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",373.5,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",331.9,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",320,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",316.4,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",377.5,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",344.2,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",321.6,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",318.8,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",358.6,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",330.3,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",315.8,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",294.6,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",358,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",344,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",223.1,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",227.2,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",231,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",226.7,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",227.2,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",224.4,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",229.2,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",235.1,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",242,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",242.2,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244.7,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",243,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",241.7,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",246.3,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244.2,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",245.7,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",253.1,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",258.8,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",262,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",267,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",267.2,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",271.9,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",283.8,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",284.2,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",275.6,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",277.1,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",276.9,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",285,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",294.1,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.5,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",293.3,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.5,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.1,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",295.2,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",301.9,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",239.8,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",322.6,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",316.9,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",319.8,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",338.4,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",316.1,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",342.6,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",332.7,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",331.2,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",335.7,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",345.4,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",343.9,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",333.2,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",339.7,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",327.7,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",329,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",327.6,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",314.5,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",326.9,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",342,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",223.1,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",227.5,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",229.5,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",228.3,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",225.8,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",225.7,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",228.7,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",235.6,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",240.8,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",243.3,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",243.9,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",243,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",243,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244.6,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",245.4,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",244.2,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",246.2,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",252,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",258.6,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",262.8,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",265.8,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",267.7,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",273.5,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",282,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",283.9,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",277.8,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",275.5,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",278.2,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",285.3,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.3,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",293.8,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.9,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.4,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",292.4,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",295.4,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",301.4,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",311.8,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",318.9,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",318.6,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",322.2,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",330.5,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",336.4,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",336.9,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",334.3,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",331.2,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",336.9,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",344.1,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",342.1,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",337.8,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",334.8,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",331.2,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",328.5,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",324.2,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",318.9,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",326.6,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Trend,Nelson,Nelson Region,"All retail trade, accommodation and food services","G,H",341.5,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",171.1,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",166.9,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",189.2,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",185.3,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",171.9,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",167,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",196.1,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",180.7,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",177.1,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",165.4,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",193.4,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",199.6,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",183.5,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",176.9,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",201.5,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",196.5,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",186.8,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",174.9,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",210.3,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",220.6,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",194.1,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",194,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",224.8,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",222.4,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",211.4,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",206.3,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",238.4,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",233.5,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",217.6,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",203.5,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",246.7,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",238.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",222.2,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",208.5,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",256.4,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",248.6,nzd,NZD millions
